included in sample,include_comment,type,family_name,language,dialect,level,culture listed?,culture,region,clade,family_code,prev_glottocode1,prev_glottocode2,prev_agree,pre_common_subfamily,pre_common_family,notes,iso,song_name,url,song_tracknum,source,type_secondary,unpublished,collector_name,collector_affil,collector_email,song_reason,song_label,song_info,song_lyrics,song_morenotes,audible_singer,easyhear,access,morenotes,ts,annotator
1,,Mourning,Quechuan,cusc1236,,language,,Quechua,Central Andes,,quec1387,quec1387,quec1387,yes,yes,yes,,,Burial Song,https://theglobaljukebox.org/?share=Quechua-T5488R1,NA,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,"Burial Song//CODING ID 2494 IN GLOBAL JUKEBOX, RELENANT TEXT IN GENRE",NA,NA,,,,No,,7/10/18 12:19,KJH
1,,Play,Quechuan,nort2973,,language,,"Canelos Quichua (found on eHRAF, but could be another Ecuadorian culture, liner notes were ambiguous regarding culture)",Central Andes,,quec1387,nort2973,nort2973,yes,yes,yes,,qvz,El Patio de Mi Casa,https://search-alexanderstreet-com.ezp-prod1.hul.harvard.edu/view/work/bibliographic_entity%7Crecorded_cd%7C72382,Track 7,Alexander Street,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","CD label is ""Children's song and games from Ecuador..."" //SMITHSONIAN FOLKWAYS CATALOG NUMBER FC 7854, LINER NOTES PG. 1//","Circle game //SMITHSONIAN FOLKWAYS CATALOG NUMBER FC 7854, LINER NOTES PG. 2//",NA,,Yes,6,Yes,,4/12/18 16:02,LXN
0,,Play,Quechuan,nort2973,,language,,"Canelos Quichua (found on eHRAF, but could be other Ecuadorian culture, liner notes were ambiguous regarding culture)",Central Andes,,quec1387,nort2973,nort2973,yes,yes,yes,,qvz,"Los Angelitos / Lirón, Liróon",https://search-alexanderstreet-com.ezp-prod1.hul.harvard.edu/view/work/bibliographic_entity%7Crecorded_cd%7C72382,Track 6,Alexander Street,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","CD label is: ""Children's songs and games from Ecuador..."" //SMITHSONIAN FOLKWAYS CATALOG NUMBER FC 7854, LINER NOTES PG. 1//","This game is a variant of A La Víbora De La Mar, the Spanish equivalent of London Bridge. Two players, holding hands high, join hands to form an arc. Before the game begins, each one selects a secret name. The children pass through the arc one at a time as the song is sung. On the last line one player is detained. The two secret names are whispered to him. He selects one and lines up behind the appropriate person. The game proceeds until everyone has been captured. The game ends with a tug of war. //SMITHSONIAN FOLKWAYS CATALOG NUMBER FC 7854, LINER NOTES PG. 2//",NA,,Yes,6,Yes,,4/12/18 15:59,LXN
1,,Play,Quechuan,nort2973,,language,,"Canelos Quichua (found on eHRAF, but many other Ecuadorian cultures could pertain, liner notes were ambiguous about culture)",Central Andes,,quec1387,nort2973,nort2973,yes,yes,yes,,qvz,El Puente de Aviñon,https://search-alexanderstreet-com.ezp-prod1.hul.harvard.edu/view/work/bibliographic_entity%7Crecorded_cd%7C72382,Track 4,"Smithsonian Folkways, Alexander Street",No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Title of CD is called: ""Children's Song and Games from Ecuador, Mexico, and Puerto Rico"" //SMITHSONIAN FOLKWAYS CATALOG NUMBER FC 7854, LINER NOTES PG. 1//","The Bridge at Avignon is an Ecuadorian version of San Sereni, a popular game song of Spain and Latin America. Play it as a circle game. Each child gets a chance to do a motion. The others imitate. //SMITHSONIAN FOLKWAYS CATALOG NUMBER FC 7854, LINER NOTES PG. 2//",NA,,Yes,6,Yes,Liner notes: https://d16klsh1z1xre7-cloudfront-net.ezp-prod1.hul.harvard.edu/dorp/liner/0/bf72/7be8/1000355943-liner.pdf,4/12/18 15:55,LXN
1,,Praise,Quechuan,ayac1239,,language,1,Ayacucho (not listed in eHRAF),Central Andes,,quec1387,ayac1239,ayac1239,yes,yes,yes,,quy,Colqueñita,https://search-alexanderstreet-com.ezp-prod1.hul.harvard.edu/view/work/bibliographic_entity%7Crecorded_cd%7C73763,Track 5,Alexander Street,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,"This song tells of the charms of women from Colca, and speaks at length of their natural grace. //ALEXANDER STREET, TRADITIONAL MUSIC OF PERU 6: THE AYACUCHO REGION, LINER NOTES PG. 5//",NA,,Yes,6,Yes,,4/12/18 13:52,LXN
1,,Praise,Quechuan,nort2976,,language,1,Quechua,Central Andes,,quec1387,quec1387,quec1387,yes,yes,yes,,,Kios,https://theglobaljukebox.org/?share=Quechua-T5543R47,NA,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,"Kios is small bird with wings but no tail//CODING ID 2503 IN GLOBAL JUKEBOX, RELEVANT TEXT IN THE DESCRIPTION FIELD//",NA,NA,,,,No,,7/10/18 12:48,KJH
0,no audible,Praise,Quechuan,quec1387,,family,1,Quechua (not listed in eHRAF),Central Andes,,,quec1387,quec1387,yes,yes,yes,,,Quechua-Collos-Tinka (libation to animals) ceremony,https://search-alexanderstreet-com.ezp-prod1.hul.harvard.edu/view/work/235756,Track 26,Smithsonian Folkways,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Libation to animals //SMITHSONIAN FOLKWAYS CATALOG NUMBER FE 4539, ADDITIONAL INFO IN LINER NOTES PG. 6//","Most of the daily activity of people revolve around the animals...their cattle are therefore crucial to the wellbeing of the Quechua. Every year the villages hold the T'inka ceremony. Prayers for the fertility and safety of the animals are offered to the spirits (Aukis) of the mountains. Chicha...is poured on the ground and over the ropes and bells used to tie the animals. //SMITHSONIAN FOLKWAYS CATALOG NUMBER FE 4539, LINER NOTES PG. 7//",NA,,No,1,Yes,,3/12/18 13:26,LXN
1,,Procession,Quechuan,cusc1236,,language,1,Cuzco (not listed in eHRAF),Central Andes,,quec1387,cusc1236,cusc1236,yes,yes,yes,,quz,Quechua-Cuzco-Inti Raymi (festival to the Sun),https://search-alexanderstreet-com.ezp-prod1.hul.harvard.edu/view/work/bibliographic_entity%7Crecorded_cd%7C71907,Track 28,Smithsonian Folkways,worship / religious processional,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,"In ancient times, [the festival of the sun] consisted of a pilgrimage to Inti's distant home in the east and ten days of festivities and ceremonies presided over by the Inca emperor in Cuzco. The festivities began before dawn with a great processional led by the emperor; a prayer given up to both the living and dead Inca continued as the sun greeted the people. //SMITHSONIAN FOLKWAYS CATALOG NUMBER FE 4456, LINER NOTES PG. 7//",NA,,Yes,6,Yes,"Voices are not heard until the 1:00:00 mark in the CD (very far into the track, **note, did not listen to CD before last Google page)",3/12/18 13:44,LXN
0,no audible,Procession,Quechuan,cusc1236,,language,1,Pisac (not listed in eHRAF),Central Andes,,quec1387,quec1387,quec1387,yes,yes,yes,,,Quechua-Pisac-Conch-shell Blowing,https://search-alexanderstreet-com.ezp-prod1.hul.harvard.edu/view/work/bibliographic_entity%7Crecorded_cd%7C71907,Track 29,Smithsonian Folkways,Story,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,"The villagers are clothed in llama wool capes, and brilliant red, platter-like hats. They enter, single-file led by their leader bearing a silver-headed mace. //SMITHSONIAN FOLKWAYS CATALOG NUMBER FE 4456, LINER NOTES PG. 7//",NA,,No,1,Yes,,3/12/18 14:02,LXN
1,,Procession,Quechuan,sout2991,,language,,Qulla,Central Andes,,quec1387,sout2991,sout2991,yes,yes,yes,,quh,Dance of the Kollas,https://theglobaljukebox.org/?share=Qulla-T5630R14,NA,Global Jukebox,Dance,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Ritual song; dance song; processional music //CODING ID 124 IN GLOBAL JUKEBOX , RELEVANT TEXT IS IN THE GENRE AND DESCRIPTION FIELD//","Processional music played for visiting patrons of the feast from church to town square //CODING ID 124 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,,Yes,5,Yes,,9/23/2018 13:37:17,KJH
1,,Story,Quechuan,cusc1236,,language,,Q'ero,Central Andes,,quec1387,quec1387,cusc1236,no,yes,yes,,,Chants and Narrative During Ceremony for Marking Animals,https://theglobaljukebox.org/?share=Q'ero-T5488R11,NA,Global Jukebox,singing of the time when the Q'eros had to travel to Cuzco to work for the haciendas,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Chant; narrative song//GLOBAL JUKEBOX CODING ID 2498, RELEVANT TEXT IN THE GENRE FIELD","Woman swaying and rattling ropes and bells, singing of the time when the Q'eros had to travel to Cuzco to work for the haciendas//GLOBAL JUKEBOX CODING ID 2498, RELEVANT TEXT IN THE DESCRIPTION FIELD",NA,,Yes,6,Yes,,8/9/18 20:17,KJH
0,,Story,Quechuan,quec1387,,family,,Quechua,Central Andes,,,quec1387,quec1387,yes,yes,yes,,,Chants and Narrative During Ceremony for Marking Animals,https://theglobaljukebox.org/?share=Quechua-T5488R12,NA,Global Jukebox,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,"Chant; male soloist tells story of how a llama carrying a load of metal cans tricked the Spanish army into thinking an enemy army approached their camp, and thus ran away, conceding the final battle to the native peoples//Coding ID: 2499 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,NA,Yes,6,Yes,NA,9/23/2018 12:04:36,KJH
1,,Story,Quechuan,puno1238,,language,,Quechua,Central Andes,,quec1387,quec1387,quec1387,yes,yes,yes,,,Piñi,https://theglobaljukebox.org/?share=Quechua-T5488R12,NA,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,"Why have you come from the banks of the sea//CODING 2502 IN GlOBAL JUKEBOX, RELEVANT TEXT IN DESCRIPTION FIELD//",NA,NA,,,,No,,7/10/18 12:29,KJH
1,,Work,Quechuan,ayac1239,,language,,Ayacucho (not listed in eHRAF),Central Andes,,quec1387,ayac1239,ayac1239,yes,yes,yes,,quy,Harawi,https://search-alexanderstreet-com.ezp-prod1.hul.harvard.edu/view/work/bibliographic_entity%7Crecorded_cd%7C73763,Track 9,"Smithsonian Folkways, Alexander Street",No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc), The lyrics made it clear to me what type of song this is",NA,"During the festival of the communal field, three types of harawi are performed...the first is performed before the young men plow the ground. This harawi is sung by a group of elderly women during the main day of the planting of the communal field. The song asks the workers to do a good job, and to ensure that they understand if the plowing is not done well, the seeds could stay outside the soil and thus not grow //ALEXANDER STREET CATALOG NUMBER SFW40449, LINER NOTES PG. 6//","Fathers, gentlemen/Plow very well/Children, children, children/As they say, on whatever day/Don't plow too quickly/Children, children, children/It is not just any day/It is the day of starch //ALEXANDER STREET CATALOG NUMBER SFW40449, LINER NOTES PG. 6//",,Yes,6,Yes,,4/12/18 14:23,LXN
1,,Lullaby,Saharan,daza1242,,language,,"Teda; Ethnonyms: Tebou, Tebu, Tibbu, Toda, Todaga, Todga, Toubou, Tubu, Tuda, Tudaga",Central Africa,,saha1256,teda1241,tebu1238,no,yes,yes,,tuq,"Woman singing, lullaby",https://archives.crem-cnrs.fr/archives/items/CNRSMH_I_2009_001_007_06/,"Disc 7, Track 6",CREM,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Woman singing, lullaby//CODING ID CNRSMH_I_2009_001_007_06 IN CREM, RELEVANT TEXT IS IN THE TITLE FIELD//","Lullaby//CODING ID CNRSMH_I_2009_001_007_06 IN CREM, RELEVANT TEXT IS IN THE KEYWORDS FIELD//",NA,,Yes,6,Yes,,7/21/2018 11:23:10,NCM
1,,Praise,Saharan,zagh1240,,language,,Zaghawa / Beri,Central Africa,,saha1256,zagh1240,zagh1240,yes,yes,yes,,zag,Song Praising Beauty of Zaghawa Girls,http://media.theglobaljukebox.org/audio/T5625R25m.mp3,NA,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,Praise song //GLOBAL JUKEBOX CODING ID 4175 GENRE//,NA,NA,,Yes,5,Yes,,4/20/2018 13:53:34,MJW
1,,Healing,Salishan,kali1308,,language,,Flathead,Plains and Plateau,,sali1255,kali1308,.,no,.,.,,fla,Sweathouse Song,https://folkways.si.edu/songs-and-dances-of-the-flathead-indians/american-indian/music/album/smithsonian,"Side 1, Track 9",Smithsonian Folkways,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Healing//FOLKWAYS, SONGS AND DANCES OF THE FLATHEAD INDIANS, LINER NOTES PAGE 4, THIS IS UNDER SWEATHOUSE SONG//","This song, sung by Ellen Big Sam, is one of seven given her uncle by spirits in order to cure an eye affliction//FOLKWAYS, SONGS AND DANCES OF THE FLATHEAD INDIANS, LINER NOTES PAGE 4, THIS IS UNDER SWEATHOUSE SONG//",NA,,Yes,6,Yes,,9/16/2018 23:40:07,SAS
1,,Love,Salishan,kali1308,,language,,"Flathead , Confederated Salish and Kootenai Tribes in the Arlee Area.",Plains and Plateau,,sali1255,kali1308,kali1308,yes,yes,yes,,fla,Love Song,https://folkways.si.edu/songs-and-dances-of-the-flathead-indians/american-indian/music/album/smithsonian,"Side 1, Track 6",Smithsonian Folkways,No secondary function,No,,,,The song is identified as such in its title or label,"Love Song//LINER NOTES FOR 'SONGS AND DANCES OF THE FLATHEAD INDIANS' ON SMITHSONIAN FOLKWAYS, RELEVANT TEXT ON PAGE 4 SIDE 1, BAND 6//","This song, sung by Catherine Nine Pipe, was her mother's personal love song. In singing it the performer underwent a trying emotional experience, for it reminded her of her parents.Much of the deep emotion it elicited is apparent to the listener//LINER NOTES FOR 'SONGS AND DANCES OF THE FLATHEAD INDIANS' ON SMITHSONIAN FOLKWAYS, RELEVANT TEXT ON PAGE 4 SIDE 1, BAND 6//",NA,,Yes,6,Yes,,8/28/2018 22:20:25,SAS
0,no audible,Love,Salishan,kali1308,,language,,Salish,Northwest Coast and California,,sali1255,sali1255,kali1308,no,yes,yes,,,Love Song,https://folkways.si.edu/paul-finley/love-song/american-indian/music/track/smithsonian,"Disc 1, Track 4",Smithsonian Folkways,No secondary function,No,,,,The song is identified as such in its title or label,NA,NA,NA,CATALOG NUMBER FW04445_104,No,6,Yes,,8/10/18 12:17,YJS
0,no audible,Love,Salishan,sali1255,,family,,Salish,Northwest Coast and California,,,sali1255,sali1255,yes,yes,yes,,,Love Songs,https://folkways.si.edu/jerome-vanderburg/love-songs/american-indian/music/track/smithsonian,"Disc 1, Track 29",Smithsonian Folkways,No secondary function,No,,,,The song is identified as such in its title or label,NA,NA,NA,CATALOG NUMBER SFW40539_129,No,1,Yes,,5/10/18 15:40,YJS
1,,Lullaby,Salishan,kali1308,,language,,"Flathead, Bitterroot Salish",Plains and Plateau,,sali1255,kali1308,sali1255,no,yes,yes,,fla,Lullaby,https://folkways.si.edu/songs-and-dances-of-the-flathead-indians/american-indian/music/album/smithsonian,"Side 2, Track 3",Smithsonian Folkways,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Lullaby//SMITHSONIAN FOLKWAYS, SONGS AND DANCES OF THE FLATHEAD INDIANS (ALBUM), LINER NOTES PAGE 5. THIS IS FOUND UNDER THE HEADING- SIDE II BAND 3 LULLABY//","The lullaby is not a song type frequently recognized among the Flathead as such; while songs are sung to soothe children there seems to be no direct translation of the word in Salish. This lullaby, sung by Jerome Vanderburg, is one which he learned from his father who in turn learned it from the wild doves//SMITHSONIAN FOLKWAYS, SONGS AND DANCES OF THE FLATHEAD INDIANS (ALBUM), LINER NOTES PAGE 5. THIS IS FOUND UNDER THE HEADING- SIDE II BAND 3 LULLABY//",NA,,Yes,6,Yes,,9/22/2018 18:14:29,SAS
0,no audible,Lullaby,Salishan,kali1308,,language,,Salish,Northwest Coast and California,,sali1255,sali1255,kali1308,no,yes,yes,,,Lullaby,https://folkways.si.edu/jerome-vanderburg/lullaby/american-indian/music/track/smithsonian,"Disc 1, Track 12",Smithsonian Folkways,No secondary function,No,,,,The song is identified as such in its title or label,NA,NA,NA,CATALOG NUMBER FW04445_203,No,6,Yes,,8/10/18 12:14,YJS
